INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('AA17111', 'Переговорная 26-24 (РСВ)', 'A1', 'Не найден', 'Суды', 'Короб где-то у архивариуса но он в очередной раз забыл это отметить')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZL17238', 'Поточные', 'A1', 'Отправлен в архив', 'ТКС Агенты', 'Не забирать короб!')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZL17239', 'Переговорная 26-22 (3 ряд)', 'A1', 'Отправлен в архив', 'Розыск с возвратом', 'Короб где-то у архивариуса но он в очередной раз забыл это отметить')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZL17561', 'Сканировщики', 'A1', 'Отправлен в архив', 'Толстые суды', 'Где блять этот короб ебучий?')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZL17562', 'Сверка (Правая)', 'A1', 'Не найден', 'АТБ', 'Где блять этот короб ебучий?')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZL17563', 'Переговорная 26-22 (4 ряд)', 'A1', 'Отправлен в архив', 'Русфинанс банк', 'Где блять этот короб ебучий?')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZL17564', 'Переговорная 26-22 (4 ряд)', 'A1', 'Отправлен в архив', 'Феникс клиентские', 'Короб где-то у архивариуса но он в очередной раз забыл это отметить')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZL17565', 'Сканировщики', 'A1', 'Изъят', 'Клиентское письмо', 'Короб уехал нахуй')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZL17566', 'Сверка (Контроль качества)', 'A1', 'Отправлен в архив', 'УО_почта', 'Где блять этот короб ебучий?')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZL17567', 'Переговорная 26-22 (3 ряд)', 'A1', 'Не найден', 'Суды', 'Короб где-то у архивариуса но он в очередной раз забыл это отметить')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZL17568', 'Дежурные', 'A1', 'Доступен', 'Розыск с возвратом', 'Где блять этот короб ебучий?')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZL17569', 'Сверка (Контроль качества)', 'A1', 'Отправлен в архив', 'Русфинанс банк', 'Не забирать короб!')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZL17570', 'Переговорная 26-24 (РСВ)', 'A1', 'Доступен', 'Суды', 'Короб где-то у архивариуса но он в очередной раз забыл это отметить')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZL17571', 'Переговорная 26-22 (3 ряд)', 'A1', 'Отправлен в архив', 'Неколлекшн', 'Короб где-то у архивариуса но он в очередной раз забыл это отметить')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZM17111', 'Переговорная 26-23 (утиль)', 'A1', 'Отправлен в архив', 'ОТП', 'Где блять этот короб ебучий?')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZM17112', 'Открытые', 'A1', 'Не найден', 'Феникс клиентские', 'Короб где-то у архивариуса но он в очередной раз забыл это отметить')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZM17113', 'Переговорная 26-24 (право)', 'A1', 'Отправлен в архив', 'Толстые суды', 'Короб где-то у архивариуса но он в очередной раз забыл это отметить')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZM17114', 'Дежурные', 'A1', 'Не найден', 'Русфинанс банк', 'Не забирать короб!')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZM17115', 'Переговорная 26-23 (утиль)', 'A1', 'Изъят', 'Розыск счетов', 'Короб где-то у архивариуса но он в очередной раз забыл это отметить')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZM17116', 'Переговорная 26-23 (утиль)', 'A1', 'Доступен', 'ТКС Агенты', 'Не забирать короб!')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZM17231', 'Приоритет для архивариуса', 'A1', 'Доступен', 'ТРАСТ', 'Короб где-то у архивариуса но он в очередной раз забыл это отметить')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZM17232', 'Переговорная 26-23 (ОНЗ)', 'A1', 'Доступен', 'Неколлекшн', 'Короб уехал нахуй')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZM17233', 'Переговорная 26-24 (РСВ)', 'A1', 'Отправлен в архив', 'Клиентское письмо', 'Где блять этот короб ебучий?')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZM17234', 'Выход (отправка)', 'A1', 'Изъят', 'Неколлекшн', 'Короб уехал нахуй')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZM17235', 'Приоритет для архивариуса', 'A1', 'Отправлен в архив', 'УО_почта', 'Не забирать короб!')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZM17236', 'Переговорная 26-22 (3 ряд)', 'A1', 'Доступен', 'АТБ', 'Короб где-то у архивариуса но он в очередной раз забыл это отметить')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZM17237', 'Переговорная 26-22 (4 ряд)', 'A1', 'Доступен', 'ФССП', 'Короб где-то у архивариуса но он в очередной раз забыл это отметить')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZM17238', 'Архивариус', 'A1', 'Не найден', 'Связной', 'Где блять этот короб ебучий?')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZM17239', 'Сверка (Правая)', 'A1', 'Не найден', 'ТКС Агенты', 'Где блять этот короб ебучий?')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZM17561', 'Переговорная 26-23 (ОНЗ)', 'A1', 'Не найден', 'Феникс клиентские', 'Не забирать короб!')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZM17562', 'Переговорная 26-22 (1 ряд)', 'A1', 'Доступен', 'КАСКО', 'Где блять этот короб ебучий?')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZM17563', 'Выход (отправка)', 'A1', 'Доступен', 'АТБ', 'Короб уехал нахуй')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZM17564', 'Переговорная 26-22 (1 ряд)', 'A1', 'Отправлен в архив', 'Клиентское письмо', 'Короб где-то у архивариуса но он в очередной раз забыл это отметить')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZM17565', 'Переговорная 26-23 (ОНЗ)', 'A1', 'Доступен', 'ТРАСТ', 'Короб где-то у архивариуса но он в очередной раз забыл это отметить')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZM17566', 'Переговорная 26-23 (утиль)', 'A1', 'Отправлен в архив', 'УО_почта', 'Короб уехал нахуй')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZM17567', 'КП Феникс', 'A1', 'Доступен', 'Русфинанс банк', 'Где блять этот короб ебучий?')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZM17568', 'Переговорная 26-24 (право)', 'A1', 'Изъят', 'Суды', 'Где блять этот короб ебучий?')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZM17569', 'Открытые', 'A1', 'Отправлен в архив', 'Розыск счетов', 'Не забирать короб!')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZM17570', 'Сверка (Правая)', 'A1', 'Не найден', 'ТРАСТ', 'Короб уехал нахуй')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZM17571', 'Сверка (Контроль качества)', 'A1', 'Изъят', 'Связной', 'Короб уехал нахуй')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZN17111', 'Сканировщики', 'A1', 'Доступен', 'УО_почта', 'Короб уехал нахуй')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZN17112', 'Переговорная 26-24 (право)', 'A1', 'Отправлен в архив', 'Суды', 'Короб уехал нахуй')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZN17113', 'КП Феникс', 'A1', 'Изъят', 'Неколлекшн', 'Не забирать короб!')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZN17114', 'Сверка (Контроль качества)', 'A1', 'Доступен', 'ОТП', 'Не забирать короб!')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZN17115', 'Дежурные', 'A1', 'Изъят', 'Розыск счетов', 'Не забирать короб!')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZN17116', 'Переговорная 26-23 (ОНЗ)', 'A1', 'Доступен', 'КАСКО', 'Где блять этот короб ебучий?')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZN17231', 'Поточные', 'A1', 'Не найден', 'Неколлекшн', 'Где блять этот короб ебучий?')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZN17232', 'Переговорная 26-24 (РСВ)', 'A1', 'Не найден', 'Толстые суды', 'Где блять этот короб ебучий?')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZN17233', 'Поточные', 'A1', 'Не найден', 'Связной', 'Не забирать короб!')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZN17234', 'Переговорная 26-24 (право)', 'A1', 'Доступен', 'Розыск счетов', 'Короб где-то у архивариуса но он в очередной раз забыл это отметить')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZN17235', 'КП Феникс', 'A1', 'Не найден', 'Клиентское письмо', 'Короб уехал нахуй')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZN17236', 'Выход (отправка)', 'A1', 'Не найден', 'КАСКО', 'Короб уехал нахуй')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZN17237', 'Сканировщики', 'A1', 'Доступен', 'Связной', 'Где блять этот короб ебучий?')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZN17238', 'Открытые', 'A1', 'Отправлен в архив', 'ТКС Агенты', 'Короб уехал нахуй')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZN17239', 'Переговорная 26-22 (2 ряд)', 'A1', 'Доступен', 'Клиентское письмо', 'Короб где-то у архивариуса но он в очередной раз забыл это отметить')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZN17561', 'Переговорная 26-23 (утиль)', 'A1', 'Изъят', 'Неколлекшн', 'Где блять этот короб ебучий?')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZN17562', 'Переговорная 26-22 (4 ряд)', 'A1', 'Изъят', 'Толстые суды', 'Не забирать короб!')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZN17563', 'Переговорная 26-24 (РСВ)', 'A1', 'Не найден', 'Толстые суды', 'Где блять этот короб ебучий?')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZN17564', 'Сканировщики', 'A1', 'Отправлен в архив', 'Розыск с возвратом', 'Где блять этот короб ебучий?')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZN17565', 'Приоритет для архивариуса', 'A1', 'Отправлен в архив', 'Толстые суды', 'Не забирать короб!')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZN17566', 'Сверка (Контроль качества)', 'A1', 'Не найден', 'КАСКО', 'Короб где-то у архивариуса но он в очередной раз забыл это отметить')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZN17567', 'Дежурные', 'A1', 'Доступен', 'АТБ', 'Короб где-то у архивариуса но он в очередной раз забыл это отметить')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZN17568', 'Переговорная 26-22 (1 ряд)', 'A1', 'Изъят', 'ОТП', 'Короб где-то у архивариуса но он в очередной раз забыл это отметить')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZN17569', 'Дежурные', 'A1', 'Не найден', 'Толстые суды', 'Не забирать короб!')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZN17570', 'Переговорная 26-22 (4 ряд)', 'A1', 'Отправлен в архив', 'Розыск с возвратом', 'Не забирать короб!')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZN17571', 'Переговорная 26-23 (утиль)', 'A1', 'Изъят', 'Толстые суды', 'Короб где-то у архивариуса но он в очередной раз забыл это отметить')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZO17111', 'Переговорная 26-22 (3 ряд)', 'A1', 'Доступен', 'ФССП', 'Не забирать короб!')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZO17112', 'Переговорная 26-22 (1 ряд)', 'A1', 'Изъят', 'ТКС Агенты', 'Не забирать короб!')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZO17113', 'Сверка (Левая)', 'A1', 'Изъят', 'ТРАСТ', 'Где блять этот короб ебучий?')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZO17114', 'Переговорная 26-24 (неколлекшн)', 'A1', 'Не найден', 'Неколлекшн', 'Короб уехал нахуй')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZO17115', 'Переговорная 26-24 (право)', 'A1', 'Не найден', 'Неколлекшн', 'Не забирать короб!')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZO17116', 'Сканировщики', 'A1', 'Изъят', 'Розыск с возвратом', 'Где блять этот короб ебучий?')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZO17231', 'Переговорная 26-24 (неколлекшн)', 'A1', 'Доступен', 'Толстые суды', 'Не забирать короб!')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZO17232', 'Переговорная 26-24 (РСВ)', 'A1', 'Изъят', 'КАСКО', 'Короб где-то у архивариуса но он в очередной раз забыл это отметить')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZO17233', 'Сверка (Контроль качества)', 'A1', 'Доступен', 'УО_почта', 'Короб где-то у архивариуса но он в очередной раз забыл это отметить')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZO17234', 'Выход (отправка)', 'A1', 'Не найден', 'Розыск счетов', 'Короб где-то у архивариуса но он в очередной раз забыл это отметить')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZO17235', 'Переговорная 26-22 (1 ряд)', 'A1', 'Доступен', 'Толстые суды', 'Короб уехал нахуй')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZO17236', 'Дежурные', 'A1', 'Не найден', 'Толстые суды', 'Короб уехал нахуй')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZO17237', 'Открытые', 'A1', 'Отправлен в архив', 'ТРАСТ', 'Короб где-то у архивариуса но он в очередной раз забыл это отметить')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZO17238', 'Выход (отправка)', 'A1', 'Доступен', 'Связной', 'Где блять этот короб ебучий?')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZO17239', 'Сверка (Правая)', 'A1', 'Не найден', 'Неколлекшн', 'Не забирать короб!')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZO17561', 'Архивариус', 'A1', 'Доступен', 'АТБ', 'Короб уехал нахуй')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZO17562', 'Переговорная 26-22 (1 ряд)', 'A1', 'Не найден', 'ТРАСТ', 'Короб где-то у архивариуса но он в очередной раз забыл это отметить')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZO17563', 'Архивариус', 'A1', 'Не найден', 'Розыск с возвратом', 'Где блять этот короб ебучий?')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZO17564', 'Неколлекшн архивариус', 'A1', 'Не найден', 'ТРАСТ', 'Короб где-то у архивариуса но он в очередной раз забыл это отметить')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZO17565', 'Переговорная 26-23 (утиль)', 'A1', 'Не найден', 'КАСКО', 'Короб уехал нахуй')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZO17566', 'КП Феникс', 'A1', 'Доступен', 'Неколлекшн', 'Где блять этот короб ебучий?')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZO17567', 'Переговорная 26-22 (2 ряд)', 'A1', 'Изъят', 'ФССП', 'Где блять этот короб ебучий?')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZO17568', 'Переговорная 26-22 (3 ряд)', 'A1', 'Не найден', 'УО_почта', 'Короб где-то у архивариуса но он в очередной раз забыл это отметить')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZO17569', 'Переговорная 26-24 (РСВ)', 'A1', 'Доступен', 'Русфинанс банк', 'Короб где-то у архивариуса но он в очередной раз забыл это отметить')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZO17570', 'Приоритет для архивариуса', 'A1', 'Доступен', 'УО_почта', 'Не забирать короб!')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZO17571', 'Стеллаж', 'A1', 'Не найден', 'Феникс клиентские', 'Короб где-то у архивариуса но он в очередной раз забыл это отметить')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZP17111', 'Переговорная 26-22 (4 ряд)', 'A1', 'Изъят', 'Суды', 'Короб где-то у архивариуса но он в очередной раз забыл это отметить')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZP17112', 'Переговорная 26-24 (право)', 'A1', 'Изъят', 'ТКС Агенты', 'Короб где-то у архивариуса но он в очередной раз забыл это отметить')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZP17113', 'Дежурные', 'A1', 'Изъят', 'КАСКО', 'Где блять этот короб ебучий?')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZP17114', 'Сверка (Правая)', 'A1', 'Не найден', 'Розыск счетов', 'Где блять этот короб ебучий?')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZP17115', 'КП Феникс', 'A1', 'Изъят', 'Розыск счетов', 'Где блять этот короб ебучий?')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZP17116', 'Переговорная 26-22 (2 ряд)', 'A1', 'Изъят', 'Русфинанс банк', 'Короб уехал нахуй')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZP17231', 'Сверка (Левая)', 'A1', 'Не найден', 'Русфинанс банк', 'Не забирать короб!')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZP17232', 'Сканировщики', 'A1', 'Не найден', 'Розыск с возвратом', 'Не забирать короб!')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZP17233', 'Открытые', 'A1', 'Доступен', 'Суды', 'Короб где-то у архивариуса но он в очередной раз забыл это отметить')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZP17234', 'Переговорная 26-22 (3 ряд)', 'A1', 'Доступен', 'Неколлекшн', 'Где блять этот короб ебучий?')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZP17235', 'Открытые', 'A1', 'Отправлен в архив', 'Розыск с возвратом', 'Короб где-то у архивариуса но он в очередной раз забыл это отметить')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZP17236', 'Переговорная 26-24 (РСВ)', 'A1', 'Изъят', 'Русфинанс банк', 'Не забирать короб!')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZP17237', 'Выход (отправка)', 'A1', 'Изъят', 'УО_почта', 'Не забирать короб!')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZP17238', 'Сканировщики', 'A1', 'Доступен', 'Суды', 'Не забирать короб!')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZP17239', 'Архивариус', 'A1', 'Изъят', 'Розыск с возвратом', 'Короб где-то у архивариуса но он в очередной раз забыл это отметить')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZP17561', 'Поточные', 'A1', 'Отправлен в архив', 'ТРАСТ', 'Короб уехал нахуй')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZP17562', 'Дежурные', 'A1', 'Изъят', 'Связной', 'Где блять этот короб ебучий?')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZP17563', 'Переговорная 26-22 (2 ряд)', 'A1', 'Доступен', 'Розыск с возвратом', 'Короб где-то у архивариуса но он в очередной раз забыл это отметить')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZP17564', 'Переговорная 26-23 (утиль)', 'A1', 'Отправлен в архив', 'ТРАСТ', 'Где блять этот короб ебучий?')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZP17565', 'Переговорная 26-22 (2 ряд)', 'A1', 'Отправлен в архив', 'ФССП', 'Короб где-то у архивариуса но он в очередной раз забыл это отметить')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZP17566', 'Переговорная 26-22 (4 ряд)', 'A1', 'Изъят', 'ОТП', 'Не забирать короб!')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZP17567', 'Дежурные', 'A1', 'Доступен', 'ТРАСТ', 'Короб уехал нахуй')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZP17568', 'КП Феникс', 'A1', 'Изъят', 'Толстые суды', 'Не забирать короб!')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZP17569', 'Переговорная 26-23 (ОНЗ)', 'A1', 'Доступен', 'Толстые суды', 'Короб где-то у архивариуса но он в очередной раз забыл это отметить')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZP17570', 'Переговорная 26-22 (1 ряд)', 'A1', 'Доступен', 'КАСКО', 'Короб где-то у архивариуса но он в очередной раз забыл это отметить')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZP17571', 'Сверка (Левая)', 'A1', 'Не найден', 'АТБ', 'Не забирать короб!')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZQ17111', 'Переговорная 26-24 (право)', 'A1', 'Изъят', 'Феникс клиентские', 'Короб уехал нахуй')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZQ17112', 'Сверка (Контроль качества)', 'A1', 'Не найден', 'АТБ', 'Короб уехал нахуй')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZQ17113', 'Переговорная 26-22 (4 ряд)', 'A1', 'Отправлен в архив', 'Феникс клиентские', 'Не забирать короб!')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZQ17114', 'Приоритет для архивариуса', 'A1', 'Не найден', 'Розыск счетов', 'Где блять этот короб ебучий?')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZQ17115', 'Переговорная 26-23 (утиль)', 'A1', 'Не найден', 'Розыск счетов', 'Короб где-то у архивариуса но он в очередной раз забыл это отметить')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZQ17116', 'Сверка (Правая)', 'A1', 'Доступен', 'Толстые суды', 'Где блять этот короб ебучий?')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZQ17231', 'Приоритет для архивариуса', 'A1', 'Не найден', 'Розыск с возвратом', 'Короб уехал нахуй')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZQ17232', 'Приоритет для архивариуса', 'A1', 'Не найден', 'Розыск с возвратом', 'Короб где-то у архивариуса но он в очередной раз забыл это отметить')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZQ17233', 'Сверка (Контроль качества)', 'A1', 'Отправлен в архив', 'КАСКО', 'Короб уехал нахуй')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZQ17234', 'Переговорная 26-24 (право)', 'A1', 'Отправлен в архив', 'Неколлекшн', 'Короб где-то у архивариуса но он в очередной раз забыл это отметить')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZQ17235', 'Неколлекшн архивариус', 'A1', 'Изъят', 'ФССП', 'Не забирать короб!')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZQ17236', 'Поточные', 'A1', 'Отправлен в архив', 'Русфинанс банк', 'Не забирать короб!')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZQ17237', 'Приоритет для архивариуса', 'A1', 'Отправлен в архив', 'Толстые суды', 'Короб уехал нахуй')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZQ17238', 'Сканировщики', 'A1', 'Изъят', 'Неколлекшн', 'Короб где-то у архивариуса но он в очередной раз забыл это отметить')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZQ17239', 'Переговорная 26-22 (4 ряд)', 'A1', 'Отправлен в архив', 'Толстые суды', 'Короб где-то у архивариуса но он в очередной раз забыл это отметить')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZQ17561', 'Поточные', 'A1', 'Доступен', 'Клиентское письмо', 'Короб уехал нахуй')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZQ17562', 'Неколлекшн архивариус', 'A1', 'Изъят', 'Связной', 'Не забирать короб!')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZQ17563', 'Сверка (Правая)', 'A1', 'Отправлен в архив', 'ОТП', 'Короб где-то у архивариуса но он в очередной раз забыл это отметить')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZQ17564', 'Открытые', 'A1', 'Отправлен в архив', 'Толстые суды', 'Короб где-то у архивариуса но он в очередной раз забыл это отметить')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZQ17565', 'Открытые', 'A1', 'Не найден', 'Суды', 'Не забирать короб!')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZQ17566', 'Стеллаж', 'A1', 'Отправлен в архив', 'Розыск счетов', 'Короб уехал нахуй')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZQ17567', 'Сверка (Правая)', 'A1', 'Не найден', 'КАСКО', 'Не забирать короб!')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('ZQ17568', 'Архивариус', 'A1', 'Отправлен в архив', 'Суды', 'Короб уехал нахуй')
